company,category,address,city,district,postalCode,phone,email,all_emails,website,domain,rating,reviews,priority_score,placeId,url,searchString
H.N.H. Autószerviz Kereskedelmi és Szolgáltató Kft.,Autószerelő,"Budapest, Aporháza u. 61, 1152 Magyarország",Budapest,XV. kerület,1152,+36 1 271 0016,hnh@hnhautoszerviz.hu,hnh@hnhautoszerviz.hu,http://hnhautoszerviz.hu/,hnhautoszerviz.hu,4.6,272,318.0,ChIJr7CW2vPaQUcR5gdsQtDgTfw,https://www.google.com/maps/search/?api=1&query=H.N.H.%20Aut%C3%B3szerviz%20Kereskedelmi%20%C3%A9s%20Szolg%C3%A1ltat%C3%B3%20Kft.&query_place_id=ChIJr7CW2vPaQUcR5gdsQtDgTfw,autó szerviz
"Toy-tech Toyota, Lexus Autószerviz, és Hybrid specialista",Autójavító,"Budapest, Vasvári Pál u. 11, 1047 Magyarország",Budapest,IV. kerület,1047,+36 70 946 8598,info@toy-tech.hu,info@toy-tech.hu;support@dotroll.com,https://toy-tech.hu/,toy-tech.hu,4.8,263,311.0,ChIJGblouaDdQUcRR3OwUt0_HyQ,https://www.google.com/maps/search/?api=1&query=Toy-tech%20Toyota%2C%20Lexus%20Aut%C3%B3szerviz%2C%20%C3%A9s%20Hybrid%20specialista&query_place_id=ChIJGblouaDdQUcRR3OwUt0_HyQ,autószerviz
Újbudai Autó Doki,Autószerelő,"Budapest, Hengermalom út 17, 1117 Magyarország",Budapest,XI. kerület,1117,+36 20 916 0000,pest@auto-doki.hu,query@finances.com;pest@auto-doki.hu;buda@auto-doki.hu;ujbuda@auto-doki.hu,http://auto-doki.hu/,auto-doki.hu,4.5,258,303.0,ChIJa_0qTSTcQUcRAQAJr9ChYNw,https://www.google.com/maps/search/?api=1&query=%C3%9Ajbudai%20Aut%C3%B3%20Doki&query_place_id=ChIJa_0qTSTcQUcRAQAJr9ChYNw,gumi csere
Független KIA szerviz - Lurdi szerviz Budapest,Autószerelő,"Budapest, Pékerdő u. 1, 1097 Magyarország",Budapest,IX. kerület,1097,+36 20 252 3969,arvai.kiaszerviz@t-online.hu,arvai.kiaszerviz@t-online.hu,https://fuggetlenkialurdy.com/,fuggetlenkialurdy.com,4.8,255,303.0,ChIJ55d4bh7dQUcRUP3LQF9OVXg,https://www.google.com/maps/search/?api=1&query=F%C3%BCggetlen%20KIA%20szerviz%20-%20Lurdi%20szerviz%20Budapest&query_place_id=ChIJ55d4bh7dQUcRUP3LQF9OVXg,fék javítás
Duna Autó Volvo,Autószerelő,"Budapest, Kunigunda útja 56, 1037 Magyarország",Budapest,III. kerület,1037,+36 1 801 4265,info@dunaauto.hu,info@dunaauto.hu,http://dunaauto.hu/volvo,dunaauto.hu,4.5,256,301.0,ChIJ1Rpmm3LZQUcRGVBZx5jnVeA,https://www.google.com/maps/search/?api=1&query=Duna%20Aut%C3%B3%20Volvo&query_place_id=ChIJ1Rpmm3LZQUcRGVBZx5jnVeA,autó szerviz
RM - Royal Motor Kft.,Autószerelő,"Budapest, Fáy u. 43, 1139 Magyarország",Budapest,XIII. kerület,1139,+36 1 340 2378,info@hondanet.hu,info@hondanet.hu;tamas.czino@hondanet.hu;mogyidaniel@gmail.com,http://www.hondanet.hu/,hondanet.hu,4.6,254,300.0,ChIJ3YD7w7_bQUcRuhzJfhxLLIg,https://www.google.com/maps/search/?api=1&query=RM%20-%20Royal%20Motor%20Kft.&query_place_id=ChIJ3YD7w7_bQUcRuhzJfhxLLIg,autó szerviz
"Szappanos Autójavító Kft.- autójavítás,autóvillamosság,autódiagnosztika,karosszéria javítás",Autójavító,"Budapest, Telepes u. 49/B, 1147 Magyarország",Budapest,XIV. kerület,1147,+36 30 345 3111,info@szappanosauto.hu,info@szappanosauto.hu,http://szappanosauto.hu/,szappanosauto.hu,4.5,242,287.0,ChIJ_8IHB27bQUcRLWTda02_lkE,https://www.google.com/maps/search/?api=1&query=Szappanos%20Aut%C3%B3jav%C3%ADt%C3%B3%20Kft.-%20aut%C3%B3jav%C3%ADt%C3%A1s%2Caut%C3%B3villamoss%C3%A1g%2Caut%C3%B3diagnosztika%2Ckarossz%C3%A9ria%20jav%C3%ADt%C3%A1s&query_place_id=ChIJ_8IHB27bQUcRLWTda02_lkE,autójavítás
Udvari Automobil Volvo Szerviz,Autószerelő,"Budapest, Tengerszem u. 84, 1142 Magyarország",Budapest,XIV. kerület,1142,+36 20 952 1412,udvari.laszlo@udvariautomobil.hu,udvari.laszlo@udvariautomobil.hu,http://www.udvariautomobil.hu/,udvariautomobil.hu,4.7,239,286.0,ChIJ6dLRtZrbQUcRMRNDyr0h3LY,https://www.google.com/maps/search/?api=1&query=Udvari%20Automobil%20Volvo%20Szerviz&query_place_id=ChIJ6dLRtZrbQUcRMRNDyr0h3LY,autó szerviz
Duna Autó Honda,Autószerelő,"Budapest, Kunigunda útja 56, 1037 Magyarország",Budapest,III. kerület,1037,+36 1 801 4080,info@dunaauto.hu,info@dunaauto.hu,http://dunaauto.hu/honda,dunaauto.hu,4.3,241,284.0,ChIJHW-R1nLZQUcRaoffDvpwpuA,https://www.google.com/maps/search/?api=1&query=Duna%20Aut%C3%B3%20Honda&query_place_id=ChIJHW-R1nLZQUcRaoffDvpwpuA,autó szerviz
Tímár-Autó,Autószerelő,"Budapest, Tüzér u. 43, 1134 Magyarország",Budapest,XIII. kerület,1134,+36 20 777 2180,shop.timarauto@gmail.com,shop.timarauto@gmail.com,http://www.timarauto.hu/,timarauto.hu,4.9,235,284.0,ChIJn1nxjpLbQUcR0o1xTqyxheU,https://www.google.com/maps/search/?api=1&query=T%C3%ADm%C3%A1r-Aut%C3%B3&query_place_id=ChIJn1nxjpLbQUcR0o1xTqyxheU,autóklíma szerviz
Preko-k Bt futóműbeállítás,Autószerelő,"Budapest, Tárház u. 36, 1214 Magyarország",Budapest,XXI. kerület,1214,+36 20 932 5103,support@nyitvatartas24.hu,support@nyitvatartas24.hu;info@oeffnungszeitenbuch.de;costard@it-rechtsberater.de,https://nyitvatartas24.hu/uzlet/Budapest-Preko-K%20B-375451H.html,nyitvatartas24.hu,4.9,234,283.0,ChIJHz1OvMDnQUcRqzbZiOwnXiQ,https://www.google.com/maps/search/?api=1&query=Preko-k%20Bt%20fut%C3%B3m%C5%B1be%C3%A1ll%C3%ADt%C3%A1s&query_place_id=ChIJHz1OvMDnQUcRqzbZiOwnXiQ,gumiszerviz
Eredetiségvizsgálat - Műszaki vizsga Bázis.,Gépjármű-ügyintézés,"Budapest, Fővárosi Autópiac Déli Kapu, Nagykőrösi út 162, 1194 Magyarország",Budapest,XIX. kerület,1194,+36 20 938 4166,webmester@metalelektro.hu,webmester@metalelektro.hu,http://www.metalelektro.hu/autopiac,metalelektro.hu,4.7,235,282.0,ChIJRaHI1I7CQUcR_DVrCpO7ezQ,https://www.google.com/maps/search/?api=1&query=Eredetis%C3%A9gvizsg%C3%A1lat%20-%20M%C5%B1szaki%20vizsga%20B%C3%A1zis.&query_place_id=ChIJRaHI1I7CQUcR_DVrCpO7ezQ,autó szerviz
Kedvenc Autószerviz,Autószerelő,"Budapest, Bécsi út 277, 1037 Magyarország",Budapest,III. kerület,1037,+36 70 544 4555,szerviz@akedvenc.hu,szerviz@akedvenc.hu,http://kedvencszerviz.hu/,kedvencszerviz.hu,4.3,237,280.0,ChIJuQjpRyHZQUcRIjboBkkSdiQ,https://www.google.com/maps/search/?api=1&query=Kedvenc%20Aut%C3%B3szerviz&query_place_id=ChIJuQjpRyHZQUcRIjboBkkSdiQ,autószerviz
"Horváth Mobilgumis - Nonstop Gumiszerelés, Gumicsere, Defektjavítás, Kerékcsere, TPMS Programozás",Autógumi,"Budapest, Egressy Gábor u., 1184 Magyarország",Budapest,XVIII. kerület,1184,+36 70 905 4995,horvathmobilgumis@gmail.com,horvathmobilgumis@gmail.com,https://horvathmobilgumis.hu/,horvathmobilgumis.hu,5.0,230,280.0,ChIJaeUbNu_DQUcRI10GveFxfDQ,https://www.google.com/maps/search/?api=1&query=Horv%C3%A1th%20Mobilgumis%20-%20Nonstop%20Gumiszerel%C3%A9s%2C%20Gumicsere%2C%20Defektjav%C3%ADt%C3%A1s%2C%20Ker%C3%A9kcsere%2C%20TPMS%20Programoz%C3%A1s&query_place_id=ChIJaeUbNu_DQUcRI10GveFxfDQ,gumi csere
Winner Gumi Kft.,Gumiabroncs-szerviz,"Budapest, Fogarasi út 117, 1141 Magyarország",Budapest,XIV. kerület,1141,+36 70 942 2133,winnergumi@winnergumi.hu,winnergumi@winnergumi.hu,https://winnergumi.hu/,winnergumi.hu,4.9,229,278.0,ChIJl5ZHYU7bQUcRFkyOt9cvzyY,https://www.google.com/maps/search/?api=1&query=Winner%20Gumi%20Kft.&query_place_id=ChIJl5ZHYU7bQUcRFkyOt9cvzyY,gumi csere
Fix & Go Autószerviz (English speaking team),Autószerelő,"Budapest, Hollán Ernő u. 13-15, 1136 Magyarország",Budapest,XIII. kerület,1136,+36 20 265 6396,fixandgoautoszerviz@gmail.com,fixandgoautoszerviz@gmail.com,http://fixandgo.hu/,fixandgo.hu,4.8,226,274.0,ChIJy-YB1AjcQUcRIQ9adpfx_cg,https://www.google.com/maps/search/?api=1&query=Fix%20%26%20Go%20Aut%C3%B3szerviz%20(English%20speaking%20team)&query_place_id=ChIJy-YB1AjcQUcRIQ9adpfx_cg,műszaki vizsga
"Dinamit Kipufogó Tuning, Szervíz",Autószerelő,"Budapest, Nagyvárad u. 16, 1162 Magyarország",Budapest,XVI. kerület,1162,+36 1 401 0242,kipufogo@dinamit-dob.hu,kipufogo@dinamit-dob.hu;kipugofo@dinamit-dob.hu,http://www.dinamit-dob.hu/,dinamit-dob.hu,4.8,222,270.0,ChIJHWHGst3EQUcRIM5Az9D0ICw,https://www.google.com/maps/search/?api=1&query=Dinamit%20Kipufog%C3%B3%20Tuning%2C%20Szerv%C3%ADz&query_place_id=ChIJHWHGst3EQUcRIM5Az9D0ICw,gumi csere
Mj-Car Szerviz Műszaki vizsgabázis Légrugó specialista,Autójavító,"Budapest, Posztógyár u. 8, 1211 Magyarország",Budapest,XXI. kerület,1211,+36 20 293 1663,szerviz@mjcar.hu,szerviz@mjcar.hu,http://mjcar.hu/,mjcar.hu,4.5,224,269.0,ChIJbZRxa-znQUcRza7khhovsQQ,https://www.google.com/maps/search/?api=1&query=Mj-Car%20Szerviz%20M%C5%B1szaki%20vizsgab%C3%A1zis%20L%C3%A9grug%C3%B3%20specialista&query_place_id=ChIJbZRxa-znQUcRza7khhovsQQ,autó szerviz
Buda Gumi,Gumiabroncs-szaküzlet,"Budapest, Mészáros u. 19, 1016 Magyarország",Budapest,I. kerület,1016,+36 70 380 7618,info@budagumi.hu,info@budagumi.hu;budagumi@budagumi.hu,http://www.budagumi.hu/,budagumi.hu,4.6,223,269.0,ChIJF-OatyXcQUcRrOO121c0VS8,https://www.google.com/maps/search/?api=1&query=Buda%20Gumi&query_place_id=ChIJF-OatyXcQUcRrOO121c0VS8,gumi csere
Gépjármű Unió Kft.,Autóellenőrző állomás,"Budapest, Tatai u. 3/b, 1142 Magyarország",Budapest,XIV. kerület,1142,+36 20 465 0873,gepjarmuunio@gmail.com,gepjarmuunio@gmail.com,http://gepjarmuunio.hu/,gepjarmuunio.hu,4.8,216,264.0,ChIJ52vH25nbQUcRHy-EjY4J_08,https://www.google.com/maps/search/?api=1&query=G%C3%A9pj%C3%A1rm%C5%B1%20Uni%C3%B3%20Kft.&query_place_id=ChIJ52vH25nbQUcRHy-EjY4J_08,autószerviz
Zugló Gumi,Autógumi,"Budapest, Pillangó u. 15, 1149 Magyarország",Budapest,XIV. kerület,1149,+36 30 573 4071,info@zuglogumi.hu,info@zuglogumi.hu;nfh@nfh.hu;bekelteto.testulet@bkik.hu;ugyfelszolgalat@naih.hu,http://zuglogumi.hu/,zuglogumi.hu,4.4,218,262.0,ChIJ1WlVJYbdQUcR37Ommevvkgk,https://www.google.com/maps/search/?api=1&query=Zugl%C3%B3%20Gumi&query_place_id=ChIJ1WlVJYbdQUcR37Ommevvkgk,gumiszerviz
Eredetiségvizsgálat 3 kerület,Autóellenőrző állomás,"Budapest, Rákóczi u. 1, 1039 Magyarország",Budapest,III. kerület,1039,+36 70 885 9005,vinpresidentkft@gmail.com,vinpresidentkft@gmail.com;ugyfelszolgalat@profitarhely.hu,https://eredetisegvizsgalat3ker.hu/,eredetisegvizsgalat3ker.hu,4.7,214,261.0,ChIJcSP7IsDZQUcRAlrRIte_Cz0,https://www.google.com/maps/search/?api=1&query=Eredetis%C3%A9gvizsg%C3%A1lat%203%20ker%C3%BClet&query_place_id=ChIJcSP7IsDZQUcRAlrRIte_Cz0,műszaki vizsga
Auto-Szum Kft. Műszaki Vizsga és Szerviz,Autószerelő,"Budapest, Perényi Zsigmond u. 12, 1047 Magyarország",Budapest,IV. kerület,1047,+36 70 507 6983,info@autoszum.hu,info@autoszum.hu;support@tarhely.eu,http://autoszum.hu/muszaki-vizsgaztatas-4-kerulet/,autoszum.hu,4.8,209,257.0,ChIJZVRCsyPaQUcRKC_aMGxiAgM,https://www.google.com/maps/search/?api=1&query=Auto-Szum%20Kft.%20M%C5%B1szaki%20Vizsga%20%C3%A9s%20Szerviz&query_place_id=ChIJZVRCsyPaQUcRKC_aMGxiAgM,autó szerviz
"Bogyisz Kft. - Klíma, ventilátor, hővisszanyerő és központi porszívó szaküzlet",Klíma- és fűtésszerelő,"Budapest, Timót u. 4a, 1097 Magyarország",Budapest,IX. kerület,1097,+36 1 215 1662,info@bogyisz.hu,info@bogyisz.hu;rendeles@bogyisz.hu;ugyfelszolgalat@mnb.hu,https://bogyisz.hu/,bogyisz.hu,4.6,207,253.0,ChIJsZG1OlfcQUcR7QtS8RGWbLE,https://www.google.com/maps/search/?api=1&query=Bogyisz%20Kft.%20-%20Kl%C3%ADma%2C%20ventil%C3%A1tor%2C%20h%C5%91visszanyer%C5%91%20%C3%A9s%20k%C3%B6zponti%20porsz%C3%ADv%C3%B3%20szak%C3%BCzlet&query_place_id=ChIJsZG1OlfcQUcR7QtS8RGWbLE,autóklíma szerviz
Balassa Autó- és Gumiszerviz Kft,Autójavító,"Budapest, Kassa u. 2, 1204 Magyarország",Budapest,XX. kerület,1204,+36 1 283 3189,info@balassagumi.hu,info@balassagumi.hu;info@akamoto.hu,http://www.balassagumi.hu/,balassagumi.hu,4.8,202,250.0,ChIJgdIqY5jCQUcR11rzA9U8RQ8,https://www.google.com/maps/search/?api=1&query=Balassa%20Aut%C3%B3-%20%C3%A9s%20Gumiszerviz%20Kft&query_place_id=ChIJgdIqY5jCQUcR11rzA9U8RQ8,autó szerviz
Dani Autóklíma Kft - klíma és fűtésszerelő,Klíma- és fűtésszerelő,"Budapest, Kölcsey u. 39, 1202 Magyarország",Budapest,XX. kerület,1202,+36 70 674 6328,daniautoklima@gmail.com,daniautoklima@gmail.com,https://daniautoklima.hu/,daniautoklima.hu,4.6,203,249.0,ChIJEXwUrL7CQUcRxw6OPYT4XLU,https://www.google.com/maps/search/?api=1&query=Dani%20Aut%C3%B3kl%C3%ADma%20Kft%20-%20kl%C3%ADma%20%C3%A9s%20f%C5%B1t%C3%A9sszerel%C5%91&query_place_id=ChIJEXwUrL7CQUcRxw6OPYT4XLU,autóklíma szerviz
Eredetiségvizsgálat - Eredetvizsga - Eredetvizsgálat,Gépjármű-ügyintézés,"Budapest, Zay út 5, 1037 Magyarország",Budapest,III. kerület,1037,+36 30 114 5797,info@eredetisegvizsgas.hu,info@eredetisegvizsgas.hu,https://www.eredetisegvizsgas.hu/,eredetisegvizsgas.hu,5.0,196,246.0,ChIJkVEeRVjZQUcR5HEdxvMvXi0,https://www.google.com/maps/search/?api=1&query=Eredetis%C3%A9gvizsg%C3%A1lat%20-%20Eredetvizsga%20-%20Eredetvizsg%C3%A1lat&query_place_id=ChIJkVEeRVjZQUcR5HEdxvMvXi0,műszaki vizsga
"Jármű Mechanika Kft. - autószervíz, kuplungfelújítás, tengelykitámasztó felújítás, fékpofa betétezés",Sofőrszolgálat,"Budapest, Besence u. 8, 1186 Magyarország",Budapest,XVIII. kerület,1186,+36 1 294 2454,jarmumechanika@gmail.com,jarmumechanika@gmail.com,http://www.jarmumechanika.hu/,jarmumechanika.hu,4.7,198,245.0,ChIJA4rUDHHCQUcRKJvPIZYzJOM,https://www.google.com/maps/search/?api=1&query=J%C3%A1rm%C5%B1%20Mechanika%20Kft.%20-%20aut%C3%B3szerv%C3%ADz%2C%20kuplungfel%C3%BAj%C3%ADt%C3%A1s%2C%20tengelykit%C3%A1maszt%C3%B3%20fel%C3%BAj%C3%ADt%C3%A1s%2C%20f%C3%A9kpofa%20bet%C3%A9tez%C3%A9s&query_place_id=ChIJA4rUDHHCQUcRKJvPIZYzJOM,autószerviz
Kövesdán Kft.,Autószerelő,"Budapest, Hajó u. 1, 1221 Magyarország",Budapest,XXII. kerület,1221,+36 70 450 0560,info@kovesdan.hu,info@kovesdan.hu,http://www.kovesdan.hu/,kovesdan.hu,4.5,199,244.0,ChIJbbGHGZvnQUcRZ33FBHV6wmk,https://www.google.com/maps/search/?api=1&query=K%C3%B6vesd%C3%A1n%20Kft.&query_place_id=ChIJbbGHGZvnQUcRZ33FBHV6wmk,műszaki vizsga
Sárga Gumi,Gumiabroncs-szaküzlet,"Budapest, Szállító u. 4, 1211 Magyarország",Budapest,XXI. kerület,1211,+36 20 358 8056,info@akciosgumiabroncs.hu,info@akciosgumiabroncs.hu,http://www.akciosgumiabroncs.hu/,akciosgumiabroncs.hu,4.6,195,241.0,ChIJpbtkrUTdQUcRUee3v7jfY28,https://www.google.com/maps/search/?api=1&query=S%C3%A1rga%20Gumi&query_place_id=ChIJpbtkrUTdQUcRUee3v7jfY28,gumi csere
Kámán-Budafok Autójavító Kft.,Autójavító,"Budapest, Borkő u. 7/a, 1222 Magyarország",Budapest,XXII. kerület,1222,+36 1 227 7076,info@kamanautoszerviz.hu,info@kamanautoszerviz.hu,https://www.kamanautoszerviz.hu/,kamanautoszerviz.hu,4.9,191,240.0,ChIJ91GapqTnQUcRsT1mov94isY,https://www.google.com/maps/search/?api=1&query=K%C3%A1m%C3%A1n-Budafok%20Aut%C3%B3jav%C3%ADt%C3%B3%20Kft.&query_place_id=ChIJ91GapqTnQUcRsT1mov94isY,autó szerviz
"Premium Car Design - Tuning, Felnik, Kipufogó, Hanggenerátor, Autófóliázás",Autótuning-szolgáltatás,"Budapest, Bulcsú u. 21a, 1134 Magyarország",Budapest,XIII. kerület,1134,+36 30 952 7506,info@premiumcardesign.hu,info@premiumcardesign.hu;premium.autodesign@gmail.com;info@kmak.hu,http://www.premiumcardesign.hu/,premiumcardesign.hu,4.9,191,240.0,ChIJWUexQfXbQUcRHvz2606BuP4,https://www.google.com/maps/search/?api=1&query=Premium%20Car%20Design%20-%20Tuning%2C%20Felnik%2C%20Kipufog%C3%B3%2C%20Hanggener%C3%A1tor%2C%20Aut%C3%B3f%C3%B3li%C3%A1z%C3%A1s&query_place_id=ChIJWUexQfXbQUcRHvz2606BuP4,fék javítás
Marsopont,Gumiabroncs-szaküzlet,"Budapest, Zay út 5, 1037 Magyarország",Budapest,III. kerület,1037,+36 1 268 6610,ugyfelszolgalat@marso.hu,ugyfelszolgalat@marso.hu,http://www.marso.hu/,marso.hu,4.5,193,238.0,ChIJrxgJXm3ZQUcRYflEe9qRZjI,https://www.google.com/maps/search/?api=1&query=Marsopont&query_place_id=ChIJrxgJXm3ZQUcRYflEe9qRZjI,gumiszerviz
Marsopont,Gumiabroncs-szaküzlet,"Budapest, Városkapu u. 3, 1152 Magyarország",Budapest,XV. kerület,1152,+36 42 204 080,ugyfelszolgalat@marso.hu,ugyfelszolgalat@marso.hu,https://www.marso.hu/szervizek/marsopont-budapest-xv-kerulet,marso.hu,4.5,193,238.0,ChIJ10EnruXbQUcRol19ckNfguk,https://www.google.com/maps/search/?api=1&query=Marsopont&query_place_id=ChIJ10EnruXbQUcRol19ckNfguk,gumi csere
Bollók & B.Kft.,Gumiabroncs-szaküzlet,"Budapest, Elem u. 3, 1045 Magyarország",Budapest,IV. kerület,1045,+36 1 369 3369,bollokkft@gmail.com,bollokkft@gmail.com,http://www.autoallapotfelmeres.hu/,autoallapotfelmeres.hu,4.6,191,237.0,ChIJR1P7kU3aQUcR274AzedhSvI,https://www.google.com/maps/search/?api=1&query=Boll%C3%B3k%20%26%20B.Kft.&query_place_id=ChIJR1P7kU3aQUcR274AzedhSvI,autó szerviz
Profi motorszerviz,Motorkerékpár-szerelő műhely,"Budapest, Egressy út 17-21, 1149 Magyarország",Budapest,XIV. kerület,1149,+36 70 207 7298,info@profimotorszerviz.hu,info@profimotorszerviz.hu;kepzes@profimotorszerviz.hu;motorvasarlas@profimotorszerviz.hu,http://www.profimotorszerviz.hu/,profimotorszerviz.hu,4.0,194,234.0,ChIJgR9M-OPdQUcRbNgFF-eWD4Y,https://www.google.com/maps/search/?api=1&query=Profi%20motorszerviz&query_place_id=ChIJgR9M-OPdQUcRbNgFF-eWD4Y,fék javítás
Autómentés 0-24,Vontatási szolgáltatás,"Budapest, Nagyréde u. 92, 1172 Magyarország",Budapest,XVII. kerület,1172,+36 20 552 4953,csurok.zsolt.norbert@gmail.com,csurok.zsolt.norbert@gmail.com,http://024automento.hu/,024automento.hu,4.9,182,231.0,ChIJM4Wrw7_GQUcRnrs-SfPqEow,https://www.google.com/maps/search/?api=1&query=Aut%C3%B3ment%C3%A9s%200-24&query_place_id=ChIJM4Wrw7_GQUcRnrs-SfPqEow,autómentés
Óbudai AUTO+DOKI,Autószerelő,"Budapest, Ország út 8, 1038 Magyarország",Budapest,III. kerület,1038,+36 20 916 1111,pest@auto-doki.hu,query@finances.com;pest@auto-doki.hu;buda@auto-doki.hu;ujbuda@auto-doki.hu,http://auto-doki.hu/,auto-doki.hu,4.6,184,230.0,ChIJC42p62ncQUcRGq1XF_FTFrw,https://www.google.com/maps/search/?api=1&query=%C3%93budai%20AUTO%2BDOKI&query_place_id=ChIJC42p62ncQUcRGq1XF_FTFrw,autószerviz
Gumiflex,Gumiabroncs-szaküzlet,"Budapest, Fehérvári út 160, 1116 Magyarország",Budapest,XI. kerület,1116,+36 1 215 6968,info@gumiflex.hu,info@gumiflex.hu;budapest@gumiflex.hu;erzsebet.bagdi@gumiflex.hu;andrea.jurinka@gumiflex.hu;ugyfelszolgalat@mnb.hu,https://gumiflex.hu/szerviz/budapest-fehervari-ut/,gumiflex.hu,4.5,185,230.0,ChIJI5W9EZvdQUcRwpYNGGbB0cE,https://www.google.com/maps/search/?api=1&query=Gumiflex&query_place_id=ChIJI5W9EZvdQUcRwpYNGGbB0cE,gumi csere
RGB Gumi Kft.,Gumiabroncs-szaküzlet,"Budapest, Üllői út 621, 1182 Magyarország",Budapest,XVIII. kerület,1182,+36 1 609 0000,info@gumi18.hu,info@gumi18.hu;info@webjelenlet.hu,http://www.gumi18.hu/,gumi18.hu,4.7,180,227.0,ChIJC75ZrV3BQUcRYFOywNaTZxU,https://www.google.com/maps/search/?api=1&query=RGB%20Gumi%20Kft.&query_place_id=ChIJC75ZrV3BQUcRYFOywNaTZxU,gumi csere
0-24 Comfort Mobil Gumiszerviz Óbuda,Autógumi,"Budapest, Csobánka tér 2-6/62, 1039 Magyarország",Budapest,III. kerület,1039,+36 30 168 0565,comfortgumiszerviz@gmail.com,comfortgumiszerviz@gmail.com,http://comfortgumiszerviz.hu/,comfortgumiszerviz.hu,5.0,175,225.0,ChIJDYt9dNbZQUcRXZ4GCQ1rwGc,https://www.google.com/maps/search/?api=1&query=0-24%20Comfort%20Mobil%20Gumiszerviz%20%C3%93buda&query_place_id=ChIJDYt9dNbZQUcRXZ4GCQ1rwGc,gyors szerviz
Csuzdi Klíma Kft. Klímatisztítás - Klímaszerelés,Klíma- és fűtésszerelő,"Budapest, István u. 10, 1078 Magyarország",Budapest,VII. kerület,1078,+36 30 350 2776,info@csuzdiklima.hu,info@csuzdiklima.hu,https://csuzdiklima.hu/,csuzdiklima.hu,5.0,169,219.0,ChIJ--Qvqsk0aYMRPb3D4_71KyM,https://www.google.com/maps/search/?api=1&query=Csuzdi%20Kl%C3%ADma%20Kft.%20Kl%C3%ADmatiszt%C3%ADt%C3%A1s%20-%20Kl%C3%ADmaszerel%C3%A9s&query_place_id=ChIJ--Qvqsk0aYMRPb3D4_71KyM,autóklíma szerviz
Kámfor-Autó Gyorsszerviz,Autószerelő,"Budapest, Kámfor u. 19, 1131 Magyarország",Budapest,XIII. kerület,1131,+36 30 593 9696,kamforauto@gmail.com,kamforauto@gmail.com;ugyfelszolgalat@profitarhely.hu,https://kamforauto.hu/,kamforauto.hu,4.9,168,217.0,ChIJC5L7yrbbQUcRti6qbl1yEug,https://www.google.com/maps/search/?api=1&query=K%C3%A1mfor-Aut%C3%B3%20Gyorsszerviz&query_place_id=ChIJC5L7yrbbQUcRti6qbl1yEug,autószerviz
"Botos Autószerviz, autószerelő Budapest 3. kerület",Autószerelő,"Budapest, Szőlőkert köz 9, 1033 Magyarország",Budapest,III. kerület,1033,+36 30 951 5737,szerviz@botosautoszerviz.hu,botosauto@t-online.hu;szerviz@botosautoszerviz.hu,https://www.botosautoszerviz.hu/,botosautoszerviz.hu,4.7,169,216.0,ChIJD5rw_VvZQUcRnOX3r1sJyIA,https://www.google.com/maps/search/?api=1&query=Botos%20Aut%C3%B3szerviz%2C%20aut%C3%B3szerel%C5%91%20Budapest%203.%20ker%C3%BClet&query_place_id=ChIJD5rw_VvZQUcRnOX3r1sJyIA,autószerviz
"Hotgumi Kft- Gumiszerviz , Gumiszerelés, gyári alufelnik javítása, keréktárolás",Autógumi,"Budapest, Fóti út 81, 1047 Magyarország",Budapest,IV. kerület,1047,+36 70 318 5361,info@hotgumi.hu,info@hotgumi.hu,http://hotgumi.hu/,hotgumi.hu,4.3,170,213.0,ChIJ0VkC7xbaQUcRpekf5rWZxh0,https://www.google.com/maps/search/?api=1&query=Hotgumi%20Kft-%20Gumiszerviz%20%2C%20Gumiszerel%C3%A9s%2C%20gy%C3%A1ri%20alufelnik%20jav%C3%ADt%C3%A1sa%2C%20ker%C3%A9kt%C3%A1rol%C3%A1s&query_place_id=ChIJ0VkC7xbaQUcRpekf5rWZxh0,gumiszerviz
Start Autójavító - Car Service (English speaking professionals),Autószerelő,"Budapest, Gyöngyösi u. 84, 1131 Magyarország",Budapest,XIII. kerület,1131,+36 30 466 6776,startautojavito@gmail.com,startautojavito@gmail.com,https://startautojavito.hu/,startautojavito.hu,4.5,167,212.0,ChIJT7T56gPDQUcRpUjBxJXWW3M,https://www.google.com/maps/search/?api=1&query=Start%20Aut%C3%B3jav%C3%ADt%C3%B3%20-%20Car%20Service%20(English%20speaking%20professionals)&query_place_id=ChIJT7T56gPDQUcRpUjBxJXWW3M,autószerviz
Műszaki vizsga Eredetvizsga,Autójavító,"Budapest, Üllői út 621, 1182 Magyarország",Budapest,XVIII. kerület,1182,+36 30 992 9015,komplettautojavitokft@t-online.hu,komplettautojavitokft@t-online.hu,https://autoszerviz-muszakivizsgabazis.hu/,autoszerviz-muszakivizsgabazis.hu,4.9,162,211.0,ChIJzbisTzzCQUcR7R4raJ3nv6A,https://www.google.com/maps/search/?api=1&query=M%C5%B1szaki%20vizsga%20Eredetvizsga&query_place_id=ChIJzbisTzzCQUcR7R4raJ3nv6A,gyors szerviz
